timestamp,temp_gpu,vram_used_mb,vram_total_mb,power_w,gpu_util_pct,sm_clock_mhz,time_sec
1784898021.3053586,33,1479.88,16376.0,18.78,0,210,0.0
1784898021.5556087,33,1479.88,16376.0,18.8,1,210,0.25025010108947754
1784898021.8058448,33,1479.88,16376.0,18.8,1,210,0.5004861354827881
1784898022.0560634,33,1479.88,16376.0,18.56,1,210,0.7507047653198242
1784898022.3063323,33,1479.88,16376.0,18.56,1,210,1.0009737014770508
1784898022.5565596,33,1479.88,16376.0,18.5,0,210,1.2512009143829346
1784898022.8067837,33,1479.88,16376.0,18.5,0,210,1.50142502784729
1784898023.0874426,33,1479.88,16376.0,18.54,0,210,1.7820839881896973
1784898023.352867,33,1479.88,16376.0,18.54,0,210,2.0475082397460938
1784898023.6094277,33,3795.0,16376.0,18.55,0,210,2.3040690422058105
1784898023.8619137,33,3803.0,16376.0,18.55,0,210,2.5565550327301025
1784898024.114667,33,3817.0,16376.0,18.9,55,465,2.8093082904815674
1784898024.3654842,33,3827.44,16376.0,18.9,55,465,3.0601255893707275
1784898024.61569,33,3839.44,16376.0,22.14,34,525,3.310331344604492
1784898024.8767045,33,3877.44,16376.0,22.14,34,525,3.571345806121826
1784898025.1268883,33,3877.44,16376.0,25.0,6,525,3.8215296268463135
1784898025.3770788,33,4795.44,16376.0,25.0,6,525,4.071720123291016
1784898025.6273932,34,4999.44,16376.0,28.34,93,525,4.322034597396851
1784898025.877694,34,5009.44,16376.0,28.34,93,525,4.572335243225098
1784898026.1278675,47,5009.44,16376.0,87.26,85,2760,4.822508811950684
1784898026.378025,47,5009.44,16376.0,87.26,85,2760,5.07266640663147
1784898026.6281676,48,5009.44,16376.0,181.84,93,2760,5.3228089809417725
1784898026.8782964,48,5009.44,16376.0,181.84,93,2760,5.572937726974487
1784898027.1284482,51,5009.44,16376.0,237.21,95,2760,5.823089599609375
1784898027.3786001,51,5009.44,16376.0,237.21,95,2760,6.073241472244263
1784898027.6287513,51,5009.44,16376.0,239.55,92,2745,6.323392629623413
1784898027.8790283,51,5009.44,16376.0,239.55,92,2745,6.573669672012329
1784898028.1291711,52,5009.44,16376.0,239.86,90,2745,6.823812484741211
1784898028.379339,52,5009.44,16376.0,239.86,90,2745,7.073980331420898
1784898028.6294835,52,5009.44,16376.0,234.84,95,2745,7.324124813079834
1784898028.8796306,52,5009.44,16376.0,234.84,95,2745,7.57427191734314
1784898029.129782,52,5009.44,16376.0,234.89,94,2745,7.824423313140869
1784898029.3799267,52,5009.44,16376.0,234.89,94,2745,8.074568033218384
1784898029.6300535,53,5009.44,16376.0,240.08,92,2745,8.324694871902466
1784898029.880198,53,5009.44,16376.0,240.08,92,2745,8.574839353561401
1784898030.1303601,53,5009.44,16376.0,240.71,92,2745,8.82500147819519
1784898030.3805091,53,5009.44,16376.0,240.71,92,2745,9.075150489807129
1784898030.6306634,54,5009.44,16376.0,240.71,92,2745,9.325304746627808
1784898030.8811731,54,5009.44,16376.0,240.71,92,2745,9.575814485549927
1784898031.1313317,54,5009.44,16376.0,241.25,91,2745,9.82597303390503
1784898031.3814814,54,5009.44,16376.0,241.25,91,2745,10.076122760772705
1784898031.633246,51,5009.44,16376.0,241.76,96,2745,10.327887296676636
1784898031.8834057,51,5009.44,16376.0,241.76,96,2745,10.578047037124634
1784898032.133588,55,5009.44,16376.0,242.71,95,2745,10.828229427337646
1784898032.3837543,55,5009.44,16376.0,242.71,95,2745,11.07839560508728
