timestamp,temp_gpu,vram_used_mb,vram_total_mb,power_w,gpu_util_pct,sm_clock_mhz,time_sec
1784912477.7064853,35,1635.19,16376.0,29.31,22,465,0.0
1784912477.95662,35,1632.69,16376.0,29.23,23,360,0.2501347064971924
1784912478.2067945,35,1660.75,16376.0,29.23,23,360,0.5003092288970947
1784912478.4569724,35,1660.75,16376.0,28.6,41,495,0.7504870891571045
1784912478.7071362,35,1660.75,16376.0,28.6,41,495,1.0006508827209473
1784912478.9573076,35,1660.69,16376.0,28.69,21,495,1.2508223056793213
1784912479.2074776,35,1660.75,16376.0,28.69,21,495,1.5009922981262207
1784912479.4576085,35,1660.75,16376.0,29.49,23,495,1.7511231899261475
1784912479.7077696,35,1660.75,16376.0,29.49,23,495,2.00128436088562
1784912479.957925,35,1660.75,16376.0,29.38,21,345,2.2514398097991943
1784912480.236821,35,1659.31,16376.0,29.38,21,345,2.5303356647491455
1784912480.50221,35,1659.31,16376.0,27.58,27,420,2.795724630355835
1784912480.7523634,35,1659.31,16376.0,27.58,27,420,3.0458781719207764
1784912481.0099444,35,1659.25,16376.0,27.51,22,420,3.3034591674804688
1784912481.2602174,35,3987.19,16376.0,27.51,22,420,3.55373215675354
1784912481.510397,36,4023.19,16376.0,31.79,60,2700,3.8039116859436035
1784912481.7606008,36,4023.19,16376.0,31.79,60,2700,4.054115533828735
1784912482.0107973,37,4061.19,16376.0,46.0,5,2775,4.304311990737915
1784912482.260993,37,4061.19,16376.0,46.0,5,2775,4.554507732391357
1784912482.5111585,37,5183.19,16376.0,60.34,7,2775,4.804673194885254
1784912482.7617006,37,5193.19,16376.0,60.34,7,2775,5.055215358734131
1784912483.0118759,50,5193.12,16376.0,125.44,92,2760,5.3053905963897705
1784912483.2620409,50,5175.94,16376.0,125.44,92,2760,5.555555582046509
1784912483.5121927,51,5175.94,16376.0,200.89,95,2760,5.8057074546813965
1784912483.762349,51,5175.94,16376.0,200.89,95,2760,6.055863618850708
1784912484.012506,51,5175.94,16376.0,227.54,91,2760,6.306020736694336
1784912484.2626696,51,5175.94,16376.0,227.54,91,2760,6.5561842918396
1784912484.5128255,52,5175.94,16376.0,228.23,94,2760,6.806340217590332
1784912484.7629948,52,5175.94,16376.0,228.23,94,2760,7.056509494781494
1784912485.0131564,53,5175.88,16376.0,228.19,90,2760,7.306671142578125
1784912485.2633214,53,5175.94,16376.0,228.19,90,2760,7.556836128234863
