timestamp,temp_gpu,vram_used_mb,vram_total_mb,power_w,gpu_util_pct,sm_clock_mhz,time_sec
1784903016.307886,33,1331.69,16376.0,19.96,0,210,0.0
1784903016.5580046,33,1331.69,16376.0,19.65,10,210,0.2501187324523926
1784903016.8081381,33,1331.69,16376.0,19.65,10,210,0.5002522468566895
1784903017.0582566,33,1331.69,16376.0,19.96,0,210,0.7503707408905029
1784903017.3083937,33,1331.69,16376.0,19.96,0,210,1.0005078315734863
1784903017.5585341,33,1330.56,16376.0,19.98,0,210,1.2506482601165771
1784903017.8086762,33,1330.56,16376.0,19.98,0,210,1.5007903575897217
1784903018.058798,33,1330.56,16376.0,18.94,0,210,1.7509121894836426
1784903018.3244014,33,1330.56,16376.0,18.94,0,210,2.0165154933929443
1784903018.5788927,33,1330.56,16376.0,18.89,0,210,2.2710068225860596
1784903018.829264,33,3650.44,16376.0,18.89,0,210,2.5213780403137207
1784903019.0982065,33,3660.44,16376.0,20.2,32,1755,2.790320634841919
1784903019.348405,33,3674.44,16376.0,20.2,32,1755,3.0405189990997314
1784903019.60085,33,3684.44,16376.0,24.77,33,1755,3.292964220046997
1784903019.8510373,33,3694.44,16376.0,24.77,33,1755,3.543151378631592
1784903020.1058269,33,3732.44,16376.0,28.82,12,1755,3.797940969467163
1784903020.3561394,33,3732.44,16376.0,28.82,12,1755,4.048253536224365
1784903020.6063447,33,4205.12,16376.0,28.74,0,1755,4.298458814620972
1784903020.85649,33,4839.12,16376.0,28.74,0,1755,4.5486040115356445
1784903021.1066167,35,4843.12,16376.0,33.28,100,1890,4.798730850219727
1784903021.3567576,35,4853.12,16376.0,33.28,100,1890,5.048871755599976
1784903021.6069021,48,4853.12,16376.0,100.74,90,2760,5.299016237258911
1784903021.8570628,48,4853.12,16376.0,100.74,90,2760,5.549176931381226
1784903022.107207,49,4853.12,16376.0,193.39,92,2760,5.799321174621582
1784903022.357353,49,4853.12,16376.0,193.39,92,2760,6.049467086791992
1784903022.607506,48,4853.12,16376.0,238.56,95,2745,6.299620151519775
1784903022.8577166,48,4853.12,16376.0,238.56,95,2745,6.549830675125122
1784903023.107915,52,4853.12,16376.0,237.36,95,2745,6.800029039382935
1784903023.3580642,52,4853.12,16376.0,237.36,95,2745,7.050178289413452
1784903023.6082196,52,4853.12,16376.0,237.77,92,2745,7.300333738327026
1784903023.859087,52,4853.12,16376.0,237.77,92,2745,7.551201105117798
1784903024.1092334,52,4853.12,16376.0,238.96,90,2745,7.801347494125366
1784903024.3594086,52,4853.12,16376.0,238.96,90,2745,8.051522731781006
1784903024.6113045,53,4853.12,16376.0,238.79,92,2745,8.303418636322021
1784903024.8614748,53,4853.12,16376.0,238.79,92,2745,8.5535888671875
1784903025.1115851,53,4853.12,16376.0,240.37,96,2745,8.803699254989624
1784903025.3629415,53,4853.12,16376.0,240.37,96,2745,9.055055618286133
1784903025.6131,53,4853.12,16376.0,240.86,93,2745,9.305214166641235
1784903025.8632436,53,4853.12,16376.0,240.86,93,2745,9.555357694625854
1784903026.1133847,53,4853.12,16376.0,240.88,96,2745,9.805498838424683
1784903026.3635392,53,4853.12,16376.0,240.88,96,2745,10.05565333366394
1784903026.613674,55,4853.12,16376.0,241.3,92,2745,10.305788040161133
1784903026.863818,55,4853.12,16376.0,241.45,92,2745,10.55593204498291
1784903027.1139553,54,4853.12,16376.0,241.45,92,2745,10.806069374084473
1784903027.3641217,54,4853.12,16376.0,241.35,89,2745,11.056235790252686
1784903027.6142733,54,4853.12,16376.0,241.35,89,2745,11.306387424468994
1784903027.8644316,54,4853.12,16376.0,242.56,96,2745,11.556545734405518
