timestamp,temp_gpu,vram_used_mb,vram_total_mb,power_w,gpu_util_pct,sm_clock_mhz,time_sec
1784898067.4110239,40,5011.75,16376.0,19.3,1,210,0.0
1784898067.661235,40,5011.75,16376.0,19.22,0,210,0.250211238861084
1784898067.9114602,40,5011.75,16376.0,19.22,0,210,0.5004363059997559
1784898068.1620576,40,5011.75,16376.0,19.14,0,210,0.7510337829589844
1784898068.4122524,40,5011.75,16376.0,19.14,0,210,1.0012285709381104
1784898068.6928036,40,5011.75,16376.0,19.09,0,210,1.2817797660827637
1784898068.9531364,40,5011.75,16376.0,19.09,0,210,1.5421125888824463
1784898069.203307,39,5329.75,16376.0,19.08,0,210,1.792283058166504
1784898069.467305,39,6539.75,16376.0,19.08,0,210,2.056281089782715
1784898069.7472298,40,6539.75,16376.0,22.21,59,2625,2.3362059593200684
1784898069.997409,40,6153.75,16376.0,22.21,59,2625,2.5863852500915527
1784898070.247561,51,6159.75,16376.0,66.49,90,2760,2.8365371227264404
1784898070.4976876,51,6159.75,16376.0,66.49,90,2760,3.0866637229919434
1784898070.7478294,54,6159.75,16376.0,160.4,95,2745,3.336805582046509
1784898070.997977,54,6159.75,16376.0,160.4,95,2745,3.5869531631469727
1784898071.248495,57,6159.75,16376.0,235.55,96,2745,3.8374712467193604
1784898071.4986546,57,6159.75,16376.0,235.55,96,2745,4.087630748748779
1784898071.7488017,57,6159.75,16376.0,240.88,92,2745,4.337777853012085
1784898071.9989612,57,6159.75,16376.0,240.88,92,2745,4.587937355041504
1784898072.249119,58,6159.75,16376.0,241.67,92,2745,4.838095188140869
1784898072.4992929,58,6159.75,16376.0,241.67,92,2745,5.088268995285034
1784898072.749442,58,6159.75,16376.0,241.03,91,2745,5.338418245315552
1784898072.9995897,58,6159.75,16376.0,241.03,91,2745,5.588565826416016
1784898073.2497663,58,6159.75,16376.0,242.34,96,2745,5.83874249458313
1784898073.49991,58,6159.75,16376.0,242.34,96,2745,6.088886260986328
1784898073.7500575,59,6159.75,16376.0,244.11,96,2745,6.339033603668213
1784898074.000224,59,6159.75,16376.0,244.11,96,2745,6.589200258255005
1784898074.2504077,59,6159.75,16376.0,246.51,91,2745,6.839383840560913
1784898074.500593,59,6159.75,16376.0,246.51,91,2745,7.089569091796875
1784898074.7507658,59,6159.75,16376.0,246.01,90,2745,7.339741945266724
1784898075.0009158,59,6159.75,16376.0,246.01,90,2745,7.5898919105529785
1784898075.2510688,59,6159.75,16376.0,245.52,92,2745,7.840044975280762
1784898075.5012195,59,6159.75,16376.0,245.52,92,2745,8.090195655822754
1784898075.7513728,60,6159.75,16376.0,246.93,96,2745,8.340348958969116
1784898076.0023592,60,6159.75,16376.0,246.93,96,2745,8.59133529663086
1784898076.2525105,60,6159.75,16376.0,247.7,96,2745,8.841486692428589
1784898076.5026517,60,6159.75,16376.0,247.7,96,2745,9.091627836227417
1784898076.7527971,60,6159.75,16376.0,247.72,91,2745,9.341773271560669
1784898077.0029273,60,6159.75,16376.0,247.72,91,2745,9.591903448104858
1784898077.2530553,60,6159.75,16376.0,248.27,92,2745,9.842031478881836
1784898077.50318,60,6159.75,16376.0,248.27,92,2745,10.092156171798706
1784898077.7533195,61,6159.75,16376.0,247.51,92,2745,10.34229564666748
1784898078.0034776,61,6159.75,16376.0,247.51,92,2745,10.592453718185425
1784898078.2536325,60,6159.75,16376.0,248.32,95,2745,10.84260869026184
1784898078.503764,60,6159.75,16376.0,248.32,95,2745,11.092740058898926
1784898078.7539015,60,6159.75,16376.0,247.98,93,2745,11.342877626419067
1784898079.0040514,60,6159.75,16376.0,247.98,93,2745,11.593027591705322
1784898079.2542222,61,6159.75,16376.0,248.45,96,2745,11.843198299407959
1784898079.5043602,61,6159.75,16376.0,248.45,96,2745,12.093336343765259
1784898079.7544982,62,6159.75,16376.0,248.75,92,2745,12.343474388122559
1784898080.004654,62,6159.75,16376.0,248.75,92,2745,12.593630075454712
1784898080.254802,61,6159.75,16376.0,249.36,92,2745,12.843778133392334
1784898080.504941,61,6159.75,16376.0,249.36,92,2745,13.09391713142395
1784898080.7563586,61,6159.75,16376.0,248.26,90,2745,13.345334768295288
1784898081.006519,61,6159.75,16376.0,248.26,90,2745,13.595495223999023
1784898081.2566755,61,6159.75,16376.0,249.5,95,2745,13.845651626586914
1784898081.5068183,61,6159.75,16376.0,249.5,95,2745,14.095794439315796
1784898081.7569563,62,6159.75,16376.0,249.72,96,2745,14.345932483673096
1784898082.0071535,62,6159.75,16376.0,249.72,96,2745,14.596129655838013
1784898082.2573109,62,6159.75,16376.0,250.04,92,2745,14.84628701210022
1784898082.5074594,62,6159.75,16376.0,250.04,92,2745,15.096435546875
1784898082.7584076,62,6159.75,16376.0,249.78,92,2745,15.347383737564087
1784898083.008563,62,6159.75,16376.0,249.78,92,2745,15.597539186477661
1784898083.2587154,62,6159.75,16376.0,249.4,92,2745,15.847691535949707
1784898083.5088575,62,6159.75,16376.0,249.4,92,2745,16.09783363342285
1784898083.7590108,62,6159.75,16376.0,249.98,96,2745,16.347986936569214
1784898084.009186,62,6159.75,16376.0,249.98,96,2745,16.598162174224854
1784898084.2593536,62,6159.75,16376.0,250.53,94,2745,16.848329782485962
1784898084.5095007,62,6159.75,16376.0,250.53,94,2745,17.098476886749268
1784898084.7596426,62,6159.75,16376.0,249.81,91,2745,17.348618745803833
1784898085.0097952,62,6159.75,16376.0,249.81,91,2745,17.598771333694458
1784898085.25992,63,6159.75,16376.0,249.8,92,2745,17.848896026611328
1784898085.510057,63,6159.75,16376.0,249.8,92,2745,18.09903311729431
1784898085.7601953,64,6159.75,16376.0,249.81,92,2745,18.34917140007019
1784898086.0103447,64,6159.75,16376.0,249.81,92,2745,18.599320888519287
1784898086.2604852,63,6159.75,16376.0,251.09,94,2745,18.849461317062378
1784898086.5106273,63,6159.75,16376.0,251.09,94,2745,19.099603414535522
1784898086.7607844,63,6159.75,16376.0,250.85,93,2745,19.34976053237915
1784898087.0109627,63,6159.75,16376.0,250.85,93,2745,19.59993886947632
1784898087.2611525,63,6159.75,16376.0,251.22,95,2745,19.850128650665283
1784898087.5113325,63,6159.75,16376.0,251.22,95,2745,20.100308656692505
1784898087.761467,64,6159.75,16376.0,249.97,92,2730,20.350443124771118
1784898088.011608,64,6159.75,16376.0,249.97,92,2730,20.600584030151367
1784898088.26176,63,6159.75,16376.0,249.94,92,2730,20.850736141204834
1784898088.5119045,63,6159.75,16376.0,249.94,92,2730,21.10088062286377
1784898088.763323,63,6159.75,16376.0,250.77,92,2730,21.352299213409424
1784898089.013486,63,6159.75,16376.0,250.77,92,2730,21.60246205329895
1784898089.2636354,61,6159.75,16376.0,250.72,94,2730,21.852611541748047
1784898089.5137715,61,6159.75,16376.0,250.72,94,2730,22.102747678756714
1784898089.7639186,64,6159.75,16376.0,251.27,96,2730,22.35289478302002
1784898090.0141082,64,6159.75,16376.0,251.27,96,2730,22.603084325790405
1784898090.264285,64,6159.75,16376.0,251.42,92,2730,22.8532612323761
1784898090.5144467,64,6159.75,16376.0,251.42,92,2730,23.10342288017273
1784898090.7657542,64,6159.75,16376.0,251.71,92,2730,23.354730367660522
1784898091.0159006,64,6159.75,16376.0,251.71,92,2730,23.60487675666809
